,weight,height,label,predict
4169,0.47,0.815,thin,thin
4170,0.39,0.675,normal,normal
4171,0.58,0.94,thin,thin
4172,0.71,0.795,fat,fat
4173,0.41,0.82,thin,thin
4174,0.53,0.955,thin,thin
4175,0.7,0.97,normal,normal
4176,0.39,0.965,thin,thin
4177,0.66,0.64,fat,fat
4178,0.7,0.945,normal,normal
4179,0.57,0.76,normal,normal
4180,0.5,0.755,normal,normal
4181,0.44,0.915,thin,thin
4182,0.45,0.79,thin,thin
4183,0.53,0.81,normal,normal
4184,0.78,0.82,fat,fat
4185,0.64,0.73,fat,fat
4186,0.54,0.945,thin,thin
4187,0.45,0.865,thin,thin
4188,0.39,0.935,thin,thin
4189,0.4,0.605,fat,fat
4190,0.74,0.945,normal,normal
4191,0.43,0.815,thin,thin
4192,0.76,0.6,fat,fat
4193,0.77,0.745,fat,fat
4194,0.63,0.89,normal,normal
4195,0.42,0.735,normal,normal
4196,0.45,0.66,fat,fat
4197,0.74,0.865,normal,normal
4198,0.57,0.69,fat,fat
4199,0.7,0.635,fat,fat
4200,0.43,0.615,fat,fat
4201,0.63,0.8,normal,normal
4202,0.35,0.835,thin,thin
4203,0.69,0.87,normal,normal
4204,0.38,0.705,normal,normal
4205,0.62,0.725,fat,fat
4206,0.5,0.935,thin,thin
4207,0.69,0.925,normal,normal
4208,0.4,0.71,normal,normal
4209,0.79,0.93,normal,normal
4210,0.55,0.97,thin,thin
4211,0.48,0.745,normal,normal
4212,0.55,0.655,fat,fat
4213,0.67,0.86,normal,normal
4214,0.65,0.88,normal,normal
4215,0.68,0.875,normal,normal
4216,0.59,0.68,fat,fat
4217,0.51,0.82,normal,normal
4218,0.7,0.895,normal,normal
4219,0.43,0.945,thin,thin
4220,0.53,0.94,thin,thin
4221,0.65,0.61,fat,fat
4222,0.61,0.615,fat,fat
4223,0.51,0.85,thin,thin
4224,0.75,0.845,fat,fat
4225,0.39,0.645,normal,normal
4226,0.5,0.84,thin,thin
4227,0.79,0.9,normal,normal
4228,0.73,0.78,fat,fat
4229,0.41,0.87,thin,thin
4230,0.51,0.915,thin,thin
4231,0.78,0.835,fat,fat
4232,0.76,0.745,fat,fat
4233,0.63,0.9,normal,normal
4234,0.45,0.66,fat,fat
4235,0.46,0.71,normal,normal
4236,0.57,0.745,fat,fat
4237,0.4,0.835,thin,thin
4238,0.56,0.6,fat,fat
4239,0.35,0.97,thin,thin
4240,0.58,0.79,normal,normal
4241,0.52,0.98,thin,thin
4242,0.42,0.84,thin,thin
4243,0.36,0.74,thin,thin
4244,0.58,0.94,thin,thin
4245,0.72,0.845,fat,fat
4246,0.44,0.93,thin,thin
4247,0.38,1.0,thin,thin
4248,0.75,0.99,normal,normal
4249,0.39,0.985,thin,thin
4250,0.45,0.655,fat,fat
4251,0.64,0.985,thin,thin
4252,0.65,0.86,normal,normal
4253,0.76,0.98,normal,normal
4254,0.44,0.93,thin,thin
4255,0.47,0.675,fat,fat
4256,0.77,0.995,normal,normal
4257,0.35,0.73,thin,thin
4258,0.49,0.705,normal,normal
4259,0.38,0.795,thin,thin
4260,0.35,0.88,thin,thin
4261,0.38,0.615,fat,normal
4262,0.54,0.935,thin,thin
4263,0.59,0.64,fat,fat
4264,0.5,0.795,normal,normal
4265,0.35,0.705,thin,thin
4266,0.78,0.715,fat,fat
4267,0.52,0.725,normal,normal
4268,0.65,0.815,normal,normal
4269,0.69,0.945,normal,normal
4270,0.4,0.845,thin,thin
4271,0.51,0.96,thin,thin
4272,0.58,0.785,normal,normal
4273,0.49,0.665,fat,fat
4274,0.78,0.825,fat,fat
4275,0.63,0.81,normal,normal
4276,0.79,0.785,fat,fat
4277,0.71,0.93,normal,normal
4278,0.76,0.655,fat,fat
4279,0.57,0.64,fat,fat
4280,0.59,0.605,fat,fat
4281,0.64,0.78,fat,fat
4282,0.54,0.6,fat,fat
4283,0.39,0.79,thin,thin
4284,0.36,0.685,normal,normal
4285,0.78,0.96,normal,normal
4286,0.68,0.675,fat,fat
4287,0.45,0.965,thin,thin
4288,0.55,0.78,normal,normal
4289,0.71,0.815,fat,fat
4290,0.44,0.725,normal,normal
4291,0.74,0.67,fat,fat
4292,0.77,0.695,fat,fat
4293,0.78,0.98,normal,normal
4294,0.68,0.965,thin,normal
4295,0.47,0.79,normal,normal
4296,0.46,0.82,thin,thin
4297,0.43,0.89,thin,thin
4298,0.72,0.875,normal,normal
4299,0.35,0.71,thin,thin
4300,0.64,0.845,normal,normal
4301,0.6,0.68,fat,fat
4302,0.46,0.635,fat,fat
4303,0.51,0.895,thin,thin
4304,0.51,0.97,thin,thin
4305,0.64,0.935,thin,thin
4306,0.47,0.87,thin,thin
4307,0.37,0.915,thin,thin
4308,0.59,0.695,fat,fat
4309,0.35,0.875,thin,thin
4310,0.51,0.73,normal,normal
4311,0.68,0.735,fat,fat
4312,0.48,0.955,thin,thin
4313,0.48,0.995,thin,thin
4314,0.36,0.98,thin,thin
4315,0.52,0.835,normal,normal
4316,0.66,0.945,thin,normal
4317,0.78,0.725,fat,fat
4318,0.45,0.655,fat,fat
4319,0.72,0.72,fat,fat
4320,0.52,0.61,fat,fat
4321,0.52,0.69,fat,fat
4322,0.61,0.74,fat,fat
4323,0.36,1.0,thin,thin
4324,0.72,0.945,normal,normal
4325,0.54,0.79,normal,normal
4326,0.55,0.985,thin,thin
4327,0.8,0.94,normal,normal
4328,0.57,0.95,thin,thin
4329,0.4,0.85,thin,thin
4330,0.71,0.945,normal,normal
4331,0.67,0.955,thin,normal
4332,0.41,0.93,thin,thin
4333,0.69,0.975,thin,normal
4334,0.59,0.68,fat,fat
4335,0.61,0.73,fat,fat
4336,0.79,0.685,fat,fat
4337,0.47,0.785,normal,normal
4338,0.71,0.635,fat,fat
4339,0.37,0.78,thin,thin
4340,0.66,0.945,thin,normal
4341,0.37,0.955,thin,thin
4342,0.79,0.75,fat,fat
4343,0.63,0.81,normal,normal
4344,0.67,0.635,fat,fat
4345,0.8,0.655,fat,fat
4346,0.63,0.88,normal,normal
4347,0.72,0.89,normal,normal
4348,0.58,0.79,normal,normal
4349,0.55,0.72,fat,fat
4350,0.42,0.64,fat,fat
4351,0.55,0.62,fat,fat
4352,0.59,0.92,thin,thin
4353,0.63,0.735,fat,fat
4354,0.42,0.985,thin,thin
4355,0.78,0.805,fat,fat
4356,0.51,0.935,thin,thin
4357,0.36,0.8,thin,thin
4358,0.53,0.795,normal,normal
4359,0.51,0.975,thin,thin
4360,0.45,0.97,thin,thin
4361,0.57,0.97,thin,thin
4362,0.65,0.665,fat,fat
4363,0.8,0.71,fat,fat
4364,0.4,0.7,normal,normal
4365,0.73,0.895,normal,normal
4366,0.43,0.63,fat,fat
4367,0.5,0.715,normal,normal
4368,0.75,0.63,fat,fat
4369,0.75,0.615,fat,fat
4370,0.55,0.605,fat,fat
4371,0.37,0.83,thin,thin
4372,0.35,0.895,thin,thin
4373,0.65,0.95,thin,thin
4374,0.61,0.805,normal,normal
4375,0.51,0.865,thin,thin
4376,0.4,0.865,thin,thin
4377,0.71,0.73,fat,fat
4378,0.54,0.75,normal,normal
4379,0.79,0.88,fat,fat
4380,0.42,0.99,thin,thin
4381,0.41,0.64,fat,normal
4382,0.68,0.795,fat,fat
4383,0.52,1.0,thin,thin
4384,0.69,0.71,fat,fat
4385,0.49,0.815,thin,thin
4386,0.49,0.61,fat,fat
4387,0.47,0.925,thin,thin
4388,0.7,0.66,fat,fat
4389,0.55,0.83,normal,normal
4390,0.66,0.755,fat,fat
4391,0.64,0.79,fat,fat
4392,0.76,0.68,fat,fat
4393,0.67,0.64,fat,fat
4394,0.45,0.875,thin,thin
4395,0.6,0.98,thin,thin
4396,0.54,0.885,thin,thin
4397,0.35,0.655,normal,normal
4398,0.73,0.76,fat,fat
4399,0.37,0.825,thin,thin
4400,0.51,0.805,normal,normal
4401,0.71,0.61,fat,fat
4402,0.65,0.91,normal,normal
4403,0.64,0.625,fat,fat
4404,0.72,0.605,fat,fat
4405,0.51,0.6,fat,fat
4406,0.39,0.675,normal,normal
4407,0.62,0.835,normal,normal
4408,0.51,0.82,normal,normal
4409,0.5,0.935,thin,thin
4410,0.43,0.92,thin,thin
4411,0.38,0.72,thin,normal
4412,0.56,0.905,thin,thin
4413,0.42,0.96,thin,thin
4414,0.47,0.77,normal,normal
4415,0.48,0.73,normal,normal
4416,0.35,0.745,thin,thin
4417,0.49,0.97,thin,thin
4418,0.59,0.81,normal,normal
4419,0.77,0.86,fat,fat
4420,0.52,0.665,fat,fat
4421,0.77,0.67,fat,fat
4422,0.4,0.85,thin,thin
4423,0.36,0.6,fat,normal
4424,0.4,0.79,thin,thin
4425,0.7,1.0,thin,thin
4426,0.54,0.965,thin,thin
4427,0.73,0.855,normal,normal
4428,0.67,0.82,normal,normal
4429,0.38,0.98,thin,thin
4430,0.76,0.67,fat,fat
4431,0.64,0.885,normal,normal
4432,0.69,0.685,fat,fat
4433,0.4,0.835,thin,thin
4434,0.75,0.695,fat,fat
4435,0.39,0.945,thin,thin
4436,0.57,0.81,normal,normal
4437,0.64,0.92,normal,normal
4438,0.61,0.89,normal,normal
4439,0.6,0.625,fat,fat
4440,0.42,0.84,thin,thin
4441,0.7,0.755,fat,fat
4442,0.54,0.88,thin,thin
4443,0.79,0.925,normal,normal
4444,0.39,0.985,thin,thin
4445,0.63,0.985,thin,thin
4446,0.64,0.68,fat,fat
4447,0.38,0.64,normal,normal
4448,0.78,0.885,normal,normal
4449,0.8,0.97,normal,normal
4450,0.67,0.86,normal,normal
4451,0.53,0.8,normal,normal
4452,0.73,0.935,normal,normal
4453,0.63,0.92,normal,normal
4454,0.38,0.62,normal,normal
4455,0.62,0.915,normal,normal
4456,0.59,0.93,thin,thin
4457,0.7,0.945,normal,normal
4458,0.58,0.79,normal,normal
4459,0.38,0.985,thin,thin
4460,0.4,0.885,thin,thin
4461,0.35,0.715,thin,thin
4462,0.7,0.705,fat,fat
4463,0.54,0.78,normal,normal
4464,0.41,0.95,thin,thin
4465,0.52,0.955,thin,thin
4466,0.47,0.64,fat,fat
4467,0.4,0.73,normal,normal
4468,0.64,0.73,fat,fat
4469,0.45,0.78,thin,thin
4470,0.7,0.825,fat,fat
4471,0.77,0.725,fat,fat
4472,0.49,0.795,normal,normal
4473,0.54,0.855,thin,thin
4474,0.57,1.0,thin,thin
4475,0.75,0.605,fat,fat
4476,0.49,0.66,fat,fat
4477,0.51,0.835,thin,thin
4478,0.56,0.975,thin,thin
4479,0.45,0.99,thin,thin
4480,0.42,0.625,fat,fat
4481,0.5,0.66,fat,fat
4482,0.73,0.85,fat,fat
4483,0.7,0.78,fat,fat
4484,0.54,0.665,fat,fat
4485,0.43,0.7,normal,normal
4486,0.57,0.845,normal,normal
4487,0.37,0.99,thin,thin
4488,0.35,0.99,thin,thin
4489,0.35,0.705,thin,thin
4490,0.49,0.97,thin,thin
4491,0.73,0.94,normal,normal
4492,0.7,0.7,fat,fat
4493,0.61,0.88,normal,normal
4494,0.47,0.945,thin,thin
4495,0.75,0.65,fat,fat
4496,0.38,0.78,thin,thin
4497,0.36,0.94,thin,thin
4498,0.78,0.685,fat,fat
4499,0.56,0.64,fat,fat
4500,0.73,0.815,fat,fat
4501,0.67,0.64,fat,fat
4502,0.66,0.935,normal,normal
4503,0.41,0.87,thin,thin
4504,0.51,0.86,thin,thin
4505,0.41,0.88,thin,thin
4506,0.47,0.745,normal,normal
4507,0.36,0.675,normal,normal
4508,0.79,0.67,fat,fat
4509,0.71,0.81,fat,fat
4510,0.57,0.87,normal,normal
4511,0.4,0.79,thin,thin
4512,0.48,0.895,thin,thin
4513,0.64,0.975,thin,thin
4514,0.35,0.61,normal,normal
4515,0.39,0.715,normal,normal
4516,0.52,0.71,fat,fat
4517,0.74,0.905,normal,normal
4518,0.57,0.64,fat,fat
4519,0.35,0.72,thin,thin
4520,0.56,0.855,normal,normal
4521,0.44,0.91,thin,thin
4522,0.4,0.725,normal,normal
4523,0.38,0.94,thin,thin
4524,0.65,0.815,normal,normal
4525,0.72,0.76,fat,fat
4526,0.79,0.835,fat,fat
4527,0.8,0.795,fat,fat
4528,0.6,0.955,thin,thin
4529,0.48,0.96,thin,thin
4530,0.38,0.645,normal,normal
4531,0.76,0.61,fat,fat
4532,0.54,0.65,fat,fat
4533,0.35,0.71,thin,thin
4534,0.56,0.96,thin,thin
4535,0.5,0.92,thin,thin
4536,0.59,0.625,fat,fat
4537,0.56,0.715,fat,fat
4538,0.47,0.675,fat,fat
4539,0.43,0.71,normal,normal
4540,0.4,0.82,thin,thin
4541,0.44,0.695,normal,normal
4542,0.65,0.69,fat,fat
4543,0.74,0.9,normal,normal
4544,0.47,0.71,normal,normal
4545,0.51,0.995,thin,thin
4546,0.36,0.74,thin,thin
4547,0.68,0.925,normal,normal
4548,0.73,0.86,normal,normal
4549,0.58,0.655,fat,fat
4550,0.43,0.76,normal,normal
4551,0.66,0.625,fat,fat
4552,0.41,0.805,thin,thin
4553,0.35,0.83,thin,thin
4554,0.56,0.855,normal,normal
4555,0.6,0.645,fat,fat
4556,0.72,0.64,fat,fat
4557,0.67,0.63,fat,fat
4558,0.65,0.67,fat,fat
4559,0.39,0.69,normal,normal
4560,0.53,0.71,fat,fat
4561,0.58,0.81,normal,normal
4562,0.35,0.94,thin,thin
4563,0.54,0.75,normal,normal
4564,0.71,0.62,fat,fat
4565,0.56,0.74,fat,fat
4566,0.39,0.675,normal,normal
4567,0.66,0.945,thin,normal
4568,0.8,0.63,fat,fat
4569,0.78,0.74,fat,fat
4570,0.5,0.61,fat,fat
4571,0.4,0.99,thin,thin
4572,0.71,0.855,normal,normal
4573,0.67,0.7,fat,fat
4574,0.41,0.785,thin,thin
4575,0.74,0.82,fat,fat
4576,0.38,0.93,thin,thin
4577,0.66,0.7,fat,fat
4578,0.68,0.83,normal,normal
4579,0.54,0.69,fat,fat
4580,0.42,0.93,thin,thin
4581,0.55,0.98,thin,thin
4582,0.58,0.895,thin,thin
4583,0.73,0.81,fat,fat
4584,0.7,0.955,normal,normal
4585,0.38,0.81,thin,thin
4586,0.57,0.625,fat,fat
4587,0.5,0.805,normal,normal
4588,0.36,0.675,normal,normal
4589,0.44,0.985,thin,thin
4590,0.79,0.735,fat,fat
4591,0.66,0.83,normal,normal
4592,0.61,0.765,fat,fat
4593,0.8,0.695,fat,fat
4594,0.77,0.88,normal,normal
4595,0.44,0.74,normal,normal
4596,0.68,0.66,fat,fat
4597,0.37,0.915,thin,thin
4598,0.73,0.755,fat,fat
4599,0.56,0.645,fat,fat
4600,0.4,0.835,thin,thin
4601,0.49,0.85,thin,thin
4602,0.61,0.75,fat,fat
4603,0.48,0.85,thin,thin
4604,0.47,0.66,fat,fat
4605,0.47,0.975,thin,thin
4606,0.8,0.88,fat,fat
4607,0.7,0.98,thin,normal
4608,0.47,0.845,thin,thin
4609,0.51,0.87,thin,thin
4610,0.62,0.855,normal,normal
4611,0.57,0.825,normal,normal
4612,0.72,0.92,normal,normal
4613,0.51,0.63,fat,fat
4614,0.79,0.81,fat,fat
4615,0.64,0.72,fat,fat
4616,0.54,0.96,thin,thin
4617,0.35,0.635,normal,normal
4618,0.43,0.95,thin,thin
4619,0.62,0.66,fat,fat
4620,0.68,0.76,fat,fat
4621,0.43,0.655,fat,normal
4622,0.35,0.69,thin,normal
4623,0.65,0.695,fat,fat
4624,0.4,0.7,normal,normal
4625,0.44,0.865,thin,thin
4626,0.68,0.605,fat,fat
4627,0.67,0.975,thin,thin
4628,0.51,0.745,normal,normal
4629,0.42,0.9,thin,thin
4630,0.46,0.935,thin,thin
4631,0.74,0.94,normal,normal
4632,0.73,0.84,fat,fat
4633,0.43,0.655,fat,normal
4634,0.41,0.895,thin,thin
4635,0.61,1.0,thin,thin
4636,0.49,0.87,thin,thin
4637,0.5,0.72,normal,normal
4638,0.68,0.91,normal,normal
4639,0.67,0.77,fat,fat
4640,0.8,0.97,normal,normal
4641,0.54,0.8,normal,normal
4642,0.65,0.655,fat,fat
4643,0.67,0.925,normal,normal
4644,0.57,0.925,thin,thin
4645,0.76,0.655,fat,fat
4646,0.64,0.795,fat,fat
4647,0.44,0.73,normal,normal
4648,0.69,1.0,thin,thin
4649,0.69,0.755,fat,fat
4650,0.46,0.9,thin,thin
4651,0.78,0.645,fat,fat
4652,0.46,0.645,fat,fat
4653,0.39,0.8,thin,thin
4654,0.45,0.99,thin,thin
4655,0.45,0.84,thin,thin
4656,0.74,0.74,fat,fat
4657,0.45,0.795,thin,thin
4658,0.43,0.865,thin,thin
4659,0.61,0.63,fat,fat
4660,0.53,0.94,thin,thin
4661,0.43,0.795,thin,thin
4662,0.72,0.885,normal,normal
4663,0.4,0.705,normal,normal
4664,0.52,0.71,fat,fat
4665,0.79,0.825,fat,fat
4666,0.47,0.835,thin,thin
4667,0.54,0.64,fat,fat
4668,0.6,0.925,thin,thin
4669,0.42,0.81,thin,thin
4670,0.69,1.0,thin,thin
4671,0.71,0.74,fat,fat
4672,0.36,0.865,thin,thin
4673,0.61,0.67,fat,fat
4674,0.39,0.795,thin,thin
4675,0.36,0.935,thin,thin
4676,0.46,0.95,thin,thin
4677,0.59,0.79,normal,normal
4678,0.69,0.675,fat,fat
4679,0.38,0.715,normal,normal
4680,0.55,0.605,fat,fat
4681,0.57,0.83,normal,normal
4682,0.77,0.685,fat,fat
4683,0.66,0.655,fat,fat
4684,0.43,0.69,normal,normal
4685,0.61,0.73,fat,fat
4686,0.76,0.67,fat,fat
4687,0.65,0.905,normal,normal
4688,0.78,0.605,fat,fat
4689,0.51,0.78,normal,normal
4690,0.42,0.6,fat,fat
4691,0.78,0.62,fat,fat
4692,0.39,0.62,fat,fat
4693,0.38,0.745,thin,thin
4694,0.77,0.72,fat,fat
4695,0.37,0.99,thin,thin
4696,0.46,0.995,thin,thin
4697,0.65,0.695,fat,fat
4698,0.69,0.68,fat,fat
4699,0.45,0.85,thin,thin
4700,0.36,0.835,thin,thin
4701,0.47,0.895,thin,thin
4702,0.8,0.615,fat,fat
4703,0.56,0.735,fat,fat
4704,0.68,0.7,fat,fat
4705,0.76,0.87,fat,fat
4706,0.37,0.63,normal,normal
4707,0.46,0.645,fat,fat
4708,0.57,0.875,normal,normal
4709,0.54,0.8,normal,normal
4710,0.7,0.7,fat,fat
4711,0.37,0.955,thin,thin
4712,0.43,0.775,thin,thin
4713,0.51,0.955,thin,thin
4714,0.48,0.72,normal,normal
4715,0.68,0.875,normal,normal
4716,0.54,0.885,thin,thin
4717,0.77,0.76,fat,fat
4718,0.47,0.68,fat,fat
4719,0.47,0.71,normal,normal
4720,0.49,1.0,thin,thin
4721,0.77,0.92,normal,normal
4722,0.39,0.895,thin,thin
4723,0.76,0.86,fat,fat
4724,0.53,0.89,thin,thin
4725,0.38,0.635,normal,normal
4726,0.54,0.625,fat,fat
4727,0.46,0.975,thin,thin
4728,0.7,0.695,fat,fat
4729,0.64,0.735,fat,fat
4730,0.52,0.73,normal,normal
4731,0.55,0.995,thin,thin
4732,0.67,0.9,normal,normal
4733,0.79,0.67,fat,fat
4734,0.59,0.785,normal,normal
4735,0.41,0.865,thin,thin
4736,0.4,0.67,normal,normal
4737,0.68,0.68,fat,fat
4738,0.64,0.845,normal,normal
4739,0.43,0.735,normal,normal
4740,0.45,0.855,thin,thin
4741,0.8,0.855,fat,fat
4742,0.45,0.965,thin,thin
4743,0.46,0.63,fat,fat
4744,0.76,0.705,fat,fat
4745,0.69,0.655,fat,fat
4746,0.46,0.92,thin,thin
4747,0.57,0.875,normal,normal
4748,0.58,0.84,normal,normal
4749,0.56,0.775,normal,normal
4750,0.54,0.665,fat,fat
4751,0.77,0.995,normal,normal
4752,0.49,0.905,thin,thin
4753,0.57,0.995,thin,thin
4754,0.41,0.755,thin,thin
4755,0.36,0.955,thin,thin
4756,0.37,0.645,normal,normal
4757,0.61,0.955,thin,thin
4758,0.59,0.76,fat,fat
4759,0.38,0.795,thin,thin
4760,0.63,0.63,fat,fat
4761,0.44,0.98,thin,thin
4762,0.5,0.975,thin,thin
4763,0.49,0.65,fat,fat
4764,0.5,0.725,normal,normal
4765,0.47,0.815,thin,thin
4766,0.36,0.645,normal,normal
4767,0.53,0.815,normal,normal
4768,0.45,0.955,thin,thin
4769,0.6,0.91,thin,thin
4770,0.54,0.92,thin,thin
4771,0.75,0.71,fat,fat
4772,0.36,0.615,normal,normal
4773,0.41,0.765,thin,thin
4774,0.64,0.72,fat,fat
4775,0.62,0.625,fat,fat
4776,0.52,0.7,fat,fat
4777,0.44,0.885,thin,thin
4778,0.42,0.695,normal,normal
4779,0.51,0.945,thin,thin
4780,0.5,0.715,normal,normal
4781,0.37,0.625,normal,normal
4782,0.75,0.675,fat,fat
4783,0.39,0.805,thin,thin
4784,0.49,0.7,fat,normal
4785,0.38,0.64,normal,normal
4786,0.59,0.65,fat,fat
4787,0.69,0.665,fat,fat
4788,0.78,0.965,normal,normal
4789,0.68,0.69,fat,fat
4790,0.51,0.74,normal,normal
4791,0.53,0.665,fat,fat
4792,0.62,0.795,normal,normal
4793,0.42,0.845,thin,thin
4794,0.65,0.665,fat,fat
4795,0.75,0.645,fat,fat
4796,0.45,0.825,thin,thin
4797,0.35,0.64,normal,normal
4798,0.47,0.66,fat,fat
4799,0.75,0.92,normal,normal
4800,0.45,0.68,normal,normal
4801,0.48,0.715,normal,normal
4802,0.62,0.905,normal,normal
4803,0.8,0.655,fat,fat
4804,0.35,0.81,thin,thin
4805,0.38,0.715,normal,normal
4806,0.64,0.915,normal,normal
4807,0.4,0.68,normal,normal
4808,0.45,0.97,thin,thin
4809,0.58,0.655,fat,fat
4810,0.45,0.81,thin,thin
4811,0.58,0.665,fat,fat
4812,0.69,0.745,fat,fat
4813,0.77,0.8,fat,fat
4814,0.45,0.815,thin,thin
4815,0.43,0.61,fat,fat
4816,0.46,0.905,thin,thin
4817,0.42,0.9,thin,thin
4818,0.35,0.785,thin,thin
4819,0.51,0.71,fat,fat
4820,0.72,0.945,normal,normal
4821,0.7,0.825,fat,fat
4822,0.8,0.865,fat,fat
4823,0.75,0.645,fat,fat
4824,0.45,0.795,thin,thin
4825,0.67,0.63,fat,fat
4826,0.51,0.695,fat,fat
4827,0.4,0.645,normal,normal
4828,0.41,0.965,thin,thin
4829,0.57,0.635,fat,fat
4830,0.44,0.93,thin,thin
4831,0.51,0.98,thin,thin
4832,0.45,0.725,normal,normal
4833,0.6,0.79,normal,normal
4834,0.39,0.85,thin,thin
4835,0.53,0.78,normal,normal
4836,0.52,0.965,thin,thin
4837,0.53,0.645,fat,fat
4838,0.53,0.835,normal,normal
4839,0.58,0.695,fat,fat
4840,0.58,0.97,thin,thin
4841,0.51,0.6,fat,fat
4842,0.35,0.75,thin,thin
4843,0.59,0.605,fat,fat
4844,0.67,0.925,normal,normal
4845,0.39,0.925,thin,thin
4846,0.53,0.665,fat,fat
4847,0.61,1.0,thin,thin
4848,0.42,0.965,thin,thin
4849,0.78,0.925,normal,normal
4850,0.7,0.785,fat,fat
4851,0.38,0.94,thin,thin
4852,0.43,0.74,normal,normal
4853,0.4,0.655,normal,normal
4854,0.4,0.625,fat,fat
4855,0.56,0.795,normal,normal
4856,0.51,0.915,thin,thin
4857,0.8,0.845,fat,fat
4858,0.76,0.765,fat,fat
4859,0.36,0.79,thin,thin
4860,0.8,0.945,normal,normal
4861,0.46,0.66,fat,fat
4862,0.35,0.895,thin,thin
4863,0.56,0.84,normal,normal
4864,0.37,0.945,thin,thin
4865,0.57,0.785,normal,normal
4866,0.46,0.775,normal,normal
4867,0.78,0.765,fat,fat
4868,0.5,0.755,normal,normal
4869,0.7,0.75,fat,fat
4870,0.68,0.705,fat,fat
4871,0.54,0.885,thin,thin
4872,0.57,0.605,fat,fat
4873,0.36,0.85,thin,thin
4874,0.78,0.94,normal,normal
4875,0.4,0.785,thin,thin
4876,0.74,0.77,fat,fat
4877,0.7,0.94,normal,normal
4878,0.45,0.945,thin,thin
4879,0.47,0.985,thin,thin
4880,0.57,0.6,fat,fat
4881,0.5,0.74,normal,normal
4882,0.43,0.92,thin,thin
4883,0.56,0.835,normal,normal
4884,0.44,0.91,thin,thin
4885,0.39,0.605,fat,fat
4886,0.45,0.86,thin,thin
4887,0.5,0.615,fat,fat
4888,0.4,0.72,normal,normal
4889,0.41,0.72,normal,normal
4890,0.57,0.615,fat,fat
4891,0.61,0.83,normal,normal
4892,0.53,0.68,fat,fat
4893,0.37,0.75,thin,thin
4894,0.78,0.79,fat,fat
4895,0.7,0.735,fat,fat
4896,0.37,0.975,thin,thin
4897,0.62,0.785,fat,fat
4898,0.43,0.685,normal,normal
4899,0.35,0.76,thin,thin
4900,0.51,0.83,normal,thin
4901,0.8,0.92,normal,normal
4902,0.68,0.66,fat,fat
4903,0.66,0.6,fat,fat
4904,0.58,0.95,thin,thin
4905,0.47,0.775,normal,normal
4906,0.62,0.675,fat,fat
4907,0.8,0.665,fat,fat
4908,0.49,0.615,fat,fat
4909,0.46,0.925,thin,thin
4910,0.45,0.95,thin,thin
4911,0.47,0.79,normal,normal
4912,0.69,0.955,normal,normal
4913,0.66,0.84,normal,normal
4914,0.51,0.76,normal,normal
4915,0.46,0.855,thin,thin
4916,0.45,0.735,normal,normal
4917,0.76,0.81,fat,fat
4918,0.67,0.635,fat,fat
4919,0.68,0.88,normal,normal
4920,0.54,0.78,normal,normal
4921,0.78,0.69,fat,fat
4922,0.72,0.69,fat,fat
4923,0.38,0.91,thin,thin
4924,0.59,0.975,thin,thin
4925,0.43,0.69,normal,normal
4926,0.39,0.935,thin,thin
4927,0.77,0.87,fat,fat
4928,0.44,0.715,normal,normal
4929,0.5,0.85,thin,thin
4930,0.63,0.75,fat,fat
4931,0.64,0.69,fat,fat
4932,0.68,0.795,fat,fat
4933,0.63,0.88,normal,normal
4934,0.41,0.955,thin,thin
4935,0.68,0.88,normal,normal
4936,0.47,0.635,fat,fat
4937,0.48,0.865,thin,thin
4938,0.6,0.83,normal,normal
4939,0.51,0.745,normal,normal
4940,0.4,0.615,fat,fat
4941,0.8,0.905,normal,normal
4942,0.36,0.975,thin,thin
4943,0.73,0.835,fat,fat
4944,0.75,0.6,fat,fat
4945,0.53,0.81,normal,normal
4946,0.78,0.78,fat,fat
4947,0.39,0.85,thin,thin
4948,0.48,0.625,fat,fat
4949,0.55,0.795,normal,normal
4950,0.7,0.64,fat,fat
4951,0.68,0.68,fat,fat
4952,0.74,0.89,normal,normal
4953,0.68,0.845,normal,normal
4954,0.7,0.91,normal,normal
4955,0.5,0.79,normal,normal
4956,0.75,0.825,fat,fat
4957,0.39,0.86,thin,thin
4958,0.69,0.845,normal,normal
4959,0.4,0.62,fat,fat
4960,0.55,0.675,fat,fat
4961,0.58,0.835,normal,normal
4962,0.36,0.77,thin,thin
4963,0.42,0.885,thin,thin
4964,0.69,0.845,normal,normal
4965,0.76,0.99,normal,normal
4966,0.65,0.905,normal,normal
4967,0.71,0.88,normal,normal
4968,0.42,0.755,thin,thin
4969,0.66,0.81,fat,fat
4970,0.79,0.69,fat,fat
4971,0.75,0.72,fat,fat
4972,0.78,0.74,fat,fat
4973,0.36,0.685,normal,normal
4974,0.71,0.6,fat,fat
4975,0.65,0.825,normal,normal
4976,0.5,0.91,thin,thin
4977,0.45,0.795,thin,thin
4978,0.43,0.63,fat,fat
4979,0.77,0.81,fat,fat
4980,0.74,0.68,fat,fat
4981,0.75,0.84,fat,fat
4982,0.56,0.975,thin,thin
4983,0.47,0.75,normal,normal
4984,0.75,0.72,fat,fat
4985,0.5,0.66,fat,fat
4986,0.47,0.91,thin,thin
4987,0.6,0.885,normal,normal
4988,0.58,0.95,thin,thin
4989,0.37,0.9,thin,thin
4990,0.46,0.755,normal,normal
